m1    m2    nbkg    nsig    nexpsig
550    0    35    1    9
450    150    35    1    19
550    100    17    0    8
450    50    35    1    16
550    150    17    0    9
500    150    29    -2    14
500    50    35    1    13
400    0    59    2    21
500    0    35    1    11
400    100    59    2    28
500    100    29    -2    13
550    50    17    0    7
600    0    17    0    5
600    100    11    1    6
600    150    11    1    6
600    50    11    1    5
