m1    m2    nbkg    nsig    nexpsig
800    50    24    -6    2
750    150    24    -6    2
650    0    24    -6    6
650    100    24    -6    6
750    50    24    -6    3
800    0    24    -6    2
800    100    24    -6    2
700    150    24    -6    4
800    150    24    -6    2
700    50    24    -6    4
750    0    24    -6    3
750    100    24    -6    3
650    150    24    -6    5
650    50    24    -6    6
700    0    24    -6    4
700    100    24    -6    4
